Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
HONDA,STATION WAGON - SMALL,1.5,4,X,8.3,6.5,7.5,38,172
HONDA,STATION WAGON - SMALL,1.5,4,X,8.3,6.9,7.7,37,177
HONDA,MINIVAN,3.5,6,X,12.3,8.5,10.6,27,244
HONDA,SUV - SMALL,3.5,6,X,13.3,9.3,11.5,25,265
HONDA,SUV - SMALL,3.5,6,X,13.9,9.7,12,24,276
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,15.2,11.3,13.4,21,308
HONDA,MID-SIZE,2.4,4,X,8.8,6.5,7.8,36,179
HONDA,MID-SIZE,2.4,4,X,9,6.7,8,35,184
HONDA,MID-SIZE,2.4,4,X,10.1,6.9,8.7,32,200
HONDA,MID-SIZE,3.5,6,X,11,6.8,9.1,31,209
HONDA,MID-SIZE,3.5,6,X,11.4,7.3,9.5,30,219
HONDA,MID-SIZE,3.5,6,X,13,8.4,10.9,26,251
HONDA,MID-SIZE,2,4,X,4.7,5.3,5,56,115
HONDA,COMPACT,1.8,4,X,7.9,6.1,7.1,40,163
HONDA,COMPACT,1.8,4,X,8.1,6.2,7.2,39,166
HONDA,COMPACT,1.8,4,X,8.6,6.6,7.7,37,177
HONDA,COMPACT,2.4,4,Z,10.8,7.6,9.4,30,216
HONDA,COMPACT,1.5,4,X,5.3,5,5.2,54,120
HONDA,SUV - SMALL,2.4,4,X,8.6,6.9,7.8,36,179
HONDA,SUV - SMALL,2.4,4,X,9.1,7.2,8.3,34,191
HONDA,TWO-SEATER,1.5,4,X,6.6,6,6.3,45,145
HONDA,TWO-SEATER,1.5,4,X,7.6,6.1,6.9,41,159
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.7,6.4,44,147
HONDA,STATION WAGON - SMALL,1.5,4,X,7.3,6.1,6.8,42,156
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.4,7.3,39,168
HONDA,MINIVAN,3.5,6,X,12.3,8.5,10.6,27,244
HONDA,SUV - SMALL,3.5,6,X,13.3,9.3,11.5,25,264
HONDA,SUV - SMALL,3.5,6,X,13.8,9.7,12,24,276
HONDA,MID-SIZE,2.4,4,X,10.3,7.2,8.9,32,207
HONDA,MID-SIZE,3.5,6,X,11.4,7.3,9.5,30,223
HONDA,MID-SIZE,3.5,6,X,12.9,8.3,10.9,26,253
HONDA,MID-SIZE,2.4,4,X,8.6,6.4,7.6,37,177
HONDA,MID-SIZE,3.5,6,X,11.3,7,9.4,30,219
HONDA,MID-SIZE,2.4,4,X,9.1,6.8,8,35,187
HONDA,COMPACT,1.5,4,X,7.5,5.6,6.7,42,155
HONDA,COMPACT,2,4,X,7.8,5.8,6.9,41,162
HONDA,COMPACT,2,4,X,8.9,6.1,7.7,37,179
HONDA,MID-SIZE,1.5,4,X,7.6,5.5,6.7,42,157
HONDA,MID-SIZE,2,4,X,7.8,5.8,6.9,41,162
HONDA,MID-SIZE,2,4,X,8.8,5.9,7.5,38,176
HONDA,SUV - SMALL,2.4,4,X,8.8,6.9,7.9,36,186
HONDA,SUV - SMALL,2.4,4,X,9.5,7.5,8.6,33,202
HONDA,TWO-SEATER,1.5,4,X,7,6.4,6.8,42,157
HONDA,TWO-SEATER,1.5,4,X,7.9,6.5,7.3,39,169
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.7,6.4,44,150
HONDA,STATION WAGON - SMALL,1.5,4,X,7.3,6.1,6.8,42,158
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.4,7.3,39,171
HONDA,SUV - SMALL,1.8,4,X,8.3,6.7,7.6,37,177
HONDA,SUV - SMALL,1.8,4,X,8.3,6.7,7.6,37,177
HONDA,SUV - SMALL,1.8,4,X,9.3,7,8.3,34,193
HONDA,SUV - SMALL,1.8,4,X,8.8,7.2,8.1,35,190
HONDA,SUV - SMALL,1.8,4,X,8.8,7.2,8.1,35,190
HONDA,MINIVAN,3.5,6,X,12.3,8.5,10.6,27,250
HONDA,SUV - SMALL,3.5,6,X,12.4,8.8,10.8,26,253
HONDA,SUV - SMALL,3.5,6,X,13,9.3,11.3,25,265
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11,26,257
HONDA,MID-SIZE,2.4,4,X,9.2,6.9,8.2,34,190
HONDA,MID-SIZE,2.4,4,X,10.4,7.4,9,31,210
HONDA,MID-SIZE,3.5,6,X,11.4,7.4,9.6,29,225
HONDA,MID-SIZE,3.5,6,X,12.9,8.4,10.9,26,254
HONDA,MID-SIZE,2.4,4,X,8.7,6.6,7.8,36,180
HONDA,MID-SIZE,3.5,6,X,11.4,7.2,9.5,30,223
HONDA,MID-SIZE,2,4,X,4.9,5.1,5,56,114
HONDA,COMPACT,1.5,4,X,7.5,5.9,6.8,42,158
HONDA,COMPACT,1.5,4,X,7.7,5.7,6.8,42,159
HONDA,COMPACT,2,4,X,7.8,6,7,40,163
HONDA,COMPACT,2,4,X,8.5,6.1,7.4,38,173
HONDA,MID-SIZE,1.5,4,X,7.4,5.6,6.6,43,153
HONDA,MID-SIZE,2,4,X,7.8,6,7,40,163
HONDA,MID-SIZE,2,4,X,8.5,6,7.4,38,172
HONDA,FULL-SIZE,1.5,4,X,7.7,6,6.9,41,162
HONDA,FULL-SIZE,1.5,4,X,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,Z,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,X,8,6.2,7.2,39,167
HONDA,FULL-SIZE,1.5,4,Z,8,6.2,7.2,39,167
HONDA,SUV - SMALL,1.5,4,X,8.4,7,7.8,36,181
HONDA,SUV - SMALL,1.5,4,X,8.7,7.2,8,35,188
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.9,6.5,43,154
HONDA,STATION WAGON - SMALL,1.5,4,X,7.6,6.4,7,40,164
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.6,7.4,38,174
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,X,9.4,7.1,8.4,34,195
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194
HONDA,MINIVAN,3.5,6,X,12.3,8.6,10.7,26,251
HONDA,SUV - SMALL,3.5,6,X,12.4,8.8,10.8,26,254
HONDA,SUV - SMALL,3.5,6,X,13,9.3,11.3,25,266
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11,26,256
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,12.8,9.5,11.3,25,264
HONDA,FULL-SIZE,1.5,4,X,7.9,6.3,7.2,39,168
HONDA,FULL-SIZE,1.5,4,X,8.2,6.8,7.6,37,177
HONDA,FULL-SIZE,1.5,4,X,8.9,6.7,7.9,36,185
HONDA,FULL-SIZE,2,4,X,10.7,7.3,9.2,31,214
HONDA,MID-SIZE,2,4,X,10.4,7.4,9.1,31,211
HONDA,FULL-SIZE,2,4,X,5,5.1,5.1,55,118
HONDA,COMPACT,1.5,4,X,7.5,5.9,6.8,42,158
HONDA,COMPACT,1.5,4,X,7.7,5.7,6.8,42,158
HONDA,COMPACT,2,4,X,7.8,6,7,40,163
HONDA,COMPACT,2,4,X,8.5,6.1,7.4,38,173
HONDA,COMPACT,1.5,4,Z,8.4,6.2,7.4,38,173
HONDA,FULL-SIZE,1.5,4,X,7.7,6,6.9,41,162
HONDA,FULL-SIZE,1.5,4,X,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,X,8,6.2,7.2,39,167
HONDA,FULL-SIZE,1.5,4,Z,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,Z,8,6.2,7.2,39,167
HONDA,MID-SIZE,1.5,4,X,7.4,5.6,6.6,43,153
HONDA,MID-SIZE,2,4,X,7.8,6,7,40,163
HONDA,MID-SIZE,2,4,X,8.5,6,7.4,38,172
HONDA,MID-SIZE,1.5,4,Z,8.4,6.2,7.4,38,173
HONDA,FULL-SIZE,2,4,Z,10.6,8.3,9.6,29,224
HONDA,SUV - SMALL,1.5,4,X,8.4,7,7.8,36,181
HONDA,SUV - SMALL,1.5,4,X,8.7,7.2,8,35,188
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.9,6.5,43,151
HONDA,STATION WAGON - SMALL,1.5,4,X,7.6,6.5,7,40,166
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.6,7.4,38,174
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,X,8.3,6.9,7.7,37,180
HONDA,STATION WAGON - SMALL,1.8,4,X,9.4,7.1,8.4,34,195
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194
HONDA,STATION WAGON - SMALL,1.8,4,X,8.9,7.5,8.2,34,194
HONDA,MINIVAN,3.5,6,X,12.6,8.4,10.7,26,252
HONDA,MINIVAN,3.5,6,X,12.2,8.5,10.6,27,247
HONDA,SUV - SMALL,3.5,6,X,13,9.3,11.3,25,266
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11,26,256
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,12.8,9.5,11.3,25,264
HONDA,FULL-SIZE,1.5,4,X,7.9,6.3,7.2,39,168
HONDA,FULL-SIZE,1.5,4,X,8.2,6.8,7.6,37,177
HONDA,FULL-SIZE,1.5,4,X,8.9,6.7,7.9,36,185
HONDA,FULL-SIZE,2,4,X,10.7,7.3,9.2,31,214
HONDA,MID-SIZE,2,4,X,10.4,7.4,9.1,31,211
HONDA,FULL-SIZE,2,4,X,5,5,5,56,117
HONDA,COMPACT,1.5,4,X,7.8,6.4,7.2,39,167
HONDA,COMPACT,2,4,X,7.8,6.1,7.1,40,164
HONDA,COMPACT,2,4,X,8.3,6.6,7.5,38,176
HONDA,COMPACT,2,4,X,9.3,6.7,8.1,35,189
HONDA,COMPACT,1.5,4,Z,8.4,6.2,7.4,38,173
HONDA,FULL-SIZE,1.5,4,X,7.7,6,6.9,41,162
HONDA,FULL-SIZE,1.5,4,X,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,X,8,6.2,7.2,39,167
HONDA,FULL-SIZE,1.5,4,Z,7.9,6.6,7.3,39,170
HONDA,FULL-SIZE,1.5,4,Z,8,6.2,7.2,39,167
HONDA,MID-SIZE,1.5,4,X,7.8,6.2,7.1,40,165
HONDA,MID-SIZE,2,4,X,7.9,6.1,7.1,40,167
HONDA,MID-SIZE,2,4,X,9.3,6.5,8,35,186
HONDA,MID-SIZE,1.5,4,Z,8.4,6.2,7.4,38,173
HONDA,FULL-SIZE,2,4,Z,10.6,8.3,9.6,29,224
HONDA,SUV - SMALL,1.5,4,X,8.4,7,7.8,36,181
HONDA,SUV - SMALL,1.5,4,X,8.7,7.2,8,35,188
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.9,6.5,43,151
HONDA,STATION WAGON - SMALL,1.5,4,X,7.6,6.5,7,40,166
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.6,7.4,38,174
HONDA,STATION WAGON - SMALL,1.8,4,X,8.4,7,7.8,36,181
HONDA,STATION WAGON - SMALL,1.8,4,X,8.8,7.5,8.2,34,193
HONDA,STATION WAGON - SMALL,1.8,4,X,9.1,7.7,8.5,33,199
HONDA,MID-SIZE,1.5,4,X,4.6,5.3,4.9,58,114
HONDA,MID-SIZE,1.5,4,X,4.6,5.3,4.9,58,114
HONDA,MINIVAN,3.5,6,X,12.6,8.4,10.7,26,252
HONDA,MINIVAN,3.5,6,X,12.2,8.5,10.6,27,247
HONDA,SUV - SMALL,3.5,6,X,12.5,9.8,11.3,25,265
HONDA,SUV - SMALL,3.5,6,X,12.4,8.7,10.7,26,250
HONDA,SUV - SMALL,3.5,6,X,13,9.3,11.3,25,266
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11,26,257
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,12.8,9.5,11.3,25,263
HONDA,FULL-SIZE,1.5,4,X,7.9,6.3,7.2,39,170
HONDA,FULL-SIZE,1.5,4,X,8.2,6.8,7.6,37,177
HONDA,FULL-SIZE,1.5,4,X,8.9,6.7,7.9,36,185
HONDA,FULL-SIZE,2,4,X,10.7,7.3,9.2,31,214
HONDA,MID-SIZE,2,4,X,10.4,7.4,9.1,31,211
HONDA,FULL-SIZE,2,4,X,5,5,5,56,117
HONDA,COMPACT,1.5,4,X,7.8,6.4,7.2,39,167
HONDA,COMPACT,2,4,X,7.8,6.1,7.1,40,164
HONDA,COMPACT,2,4,X,8.3,6.6,7.5,38,176
HONDA,COMPACT,2,4,X,9.3,6.7,8.1,35,189
HONDA,COMPACT,1.5,4,Z,8.9,6.4,7.8,36,183
HONDA,FULL-SIZE,1.5,4,X,7.7,6,6.9,41,162
HONDA,FULL-SIZE,1.5,4,X,8,6.2,7.2,39,167
HONDA,FULL-SIZE,1.5,4,Z,8,6.6,7.4,38,172
HONDA,FULL-SIZE,1.5,4,Z,8,6.2,7.2,39,167
HONDA,MID-SIZE,1.5,4,X,7.8,6.2,7.1,40,165
HONDA,MID-SIZE,2,4,X,7.9,6.1,7.1,40,167
HONDA,MID-SIZE,2,4,X,8.2,6.5,7.4,38,172
HONDA,MID-SIZE,2,4,X,9.3,6.5,8,35,186
HONDA,MID-SIZE,1.5,4,Z,8.9,6.4,7.8,36,183
HONDA,FULL-SIZE,2,4,Z,10.5,8.4,9.6,29,223
HONDA,SUV - SMALL,1.5,4,X,8.3,7,7.7,37,180
HONDA,SUV - SMALL,1.5,4,X,8.7,7.4,8.1,35,189
HONDA,STATION WAGON - SMALL,1.5,4,X,7,5.9,6.5,43,151
HONDA,STATION WAGON - SMALL,1.5,4,X,7.6,6.5,7,40,166
HONDA,STATION WAGON - SMALL,1.5,4,X,8.1,6.6,7.4,38,174
HONDA,STATION WAGON - SMALL,1.8,4,X,8.4,7,7.8,36,181
HONDA,STATION WAGON - SMALL,1.8,4,X,8.8,7.5,8.2,34,193
HONDA,STATION WAGON - SMALL,1.8,4,X,9.1,7.7,8.5,33,200
HONDA,MID-SIZE,1.5,4,X,4.6,5.3,4.9,58,115
HONDA,MINIVAN,3.5,6,X,12.2,8.5,10.6,27,248
HONDA,SUV - SMALL,3.5,6,X,12.5,9.8,11.3,25,265
HONDA,SUV - SMALL,3.5,6,X,13,9.3,11.3,25,266
HONDA,SUV - SMALL,3.5,6,X,12.4,9.3,11,26,257
HONDA,PICKUP TRUCK - STANDARD,3.5,6,X,12.6,10,11.4,25,269
JEEP,SUV - SMALL,2.4,4,X,10.9,7.7,9.5,30,218
JEEP,SUV - SMALL,3.2,6,X,12.3,8.3,10.5,27,242
JEEP,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,230
JEEP,SUV - SMALL,3.2,6,X,12.5,8.8,10.8,26,248
JEEP,SUV - SMALL,2.4,4,X,11.4,8.6,10.1,28,232
JEEP,SUV - SMALL,3.2,6,X,12.5,9.1,11,26,253
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,251
JEEP,SUV - SMALL,3.2,6,X,13.4,9.5,11.6,24,267
JEEP,SUV - SMALL,2,4,X,10.7,8.8,9.9,29,228
JEEP,SUV - SMALL,2,4,X,11.1,8.3,9.8,29,225
JEEP,SUV - SMALL,2,4,X,10.2,7.8,9.1,31,209
JEEP,SUV - SMALL,2.4,4,X,11.1,8.3,9.8,29,225
JEEP,SUV - SMALL,2.4,4,X,10.3,8.3,9.4,30,216
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,235
JEEP,SUV - SMALL,2.4,4,X,10.3,8.4,9.4,30,216
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,255
JEEP,SUV - STANDARD,5.7,8,X,17.3,11.7,14.8,19,340
JEEP,SUV - STANDARD,3,6,D,11.2,8.4,9.9,29,267
JEEP,SUV - STANDARD,3.6,6,X,13.9,9.8,12.1,23,278
JEEP,SUV - STANDARD,3.6,6,E,17.7,13,15.6,18,250
JEEP,SUV - STANDARD,6.4,8,Z,18.5,12.6,15.8,18,363
JEEP,SUV - SMALL,2,4,X,10.7,8.8,9.9,29,228
JEEP,SUV - SMALL,2,4,X,11.1,8.3,9.8,29,225
JEEP,SUV - SMALL,2,4,X,10.2,7.8,9.1,31,209
JEEP,SUV - SMALL,2.4,4,X,11.1,8.3,9.8,29,225
JEEP,SUV - SMALL,2.4,4,X,10.3,8.3,9.4,30,216
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,235
JEEP,SUV - SMALL,2.4,4,X,10.3,8.4,9.4,30,216
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,255
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,294
JEEP,SUV - SMALL,3.6,6,X,14.2,11,12.8,22,294
JEEP,SUV - SMALL,3.6,6,X,14.8,11.7,13.4,21,308
JEEP,SUV - SMALL,3.6,6,X,15,11.4,13.4,21,308
JEEP,SUV - SMALL,2.4,4,X,10.9,7.7,9.5,30,218
JEEP,SUV - SMALL,2.4,4,X,10.9,7.7,9.5,30,218
JEEP,SUV - SMALL,2.4,4,E,15.2,10.2,12.9,22,206
JEEP,SUV - SMALL,3.2,6,X,11.4,8.1,9.9,29,228
JEEP,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,230
JEEP,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,230
JEEP,SUV - SMALL,2.4,4,E,15.9,11,13.7,21,219
JEEP,SUV - SMALL,3.2,6,X,11.6,8.5,10.2,28,235
JEEP,SUV - SMALL,2.4,4,X,11.4,8.6,10.1,28,232
JEEP,SUV - SMALL,3.2,6,X,12.6,8.9,10.9,26,251
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,251
JEEP,SUV - SMALL,3.2,6,X,12.2,9,10.8,26,248
JEEP,SUV - SMALL,2,4,X,10.7,8.8,9.9,29,228
JEEP,SUV - SMALL,2,4,X,10.2,7.8,9.2,31,212
JEEP,SUV - SMALL,2.4,4,X,11.2,8.6,10,28,230
JEEP,SUV - SMALL,2.4,4,X,10.2,8.2,9.3,30,214
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,235
JEEP,SUV - SMALL,2.4,4,X,10.6,8.6,9.7,29,223
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,255
JEEP,SUV - STANDARD,3,6,D,11.2,8.4,9.9,29,267
JEEP,SUV - STANDARD,3.6,6,X,13.9,9.8,12.1,23,278
JEEP,SUV - STANDARD,3.6,6,E,17.7,13,15.6,18,250
JEEP,SUV - STANDARD,5.7,8,X,17.3,11.5,14.7,19,338
JEEP,SUV - STANDARD,6.4,8,Z,18.5,12.6,15.8,18,363
JEEP,SUV - SMALL,2,4,X,10.7,8.8,9.9,29,228
JEEP,SUV - SMALL,2,4,X,10.2,7.8,9.2,31,212
JEEP,SUV - SMALL,2.4,4,X,11.2,8.6,10,28,230
JEEP,SUV - SMALL,2.4,4,X,10.2,8.2,9.3,30,214
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,235
JEEP,SUV - SMALL,2.4,4,X,10.6,8.6,9.7,29,223
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,255
JEEP,SUV - SMALL,1.4,4,X,9.9,7.5,8.8,32,202
JEEP,SUV - SMALL,2.4,4,X,10.8,7.7,9.4,30,216
JEEP,SUV - SMALL,2.4,4,E,14.2,9.9,12.2,23,195
JEEP,SUV - SMALL,1.4,4,X,9.9,7.5,8.8,32,202
JEEP,SUV - SMALL,2.4,4,X,11.2,8,9.8,29,225
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,294
JEEP,SUV - SMALL,3.6,6,X,14.2,11,12.8,22,294
JEEP,SUV - SMALL,3.6,6,X,14.8,11.7,13.4,21,308
JEEP,SUV - SMALL,3.6,6,X,15,11.4,13.4,21,308
JEEP,SUV - SMALL,2.4,4,X,10.9,7.7,9.5,30,223
JEEP,SUV - SMALL,2.4,4,X,10.9,7.7,9.5,30,223
JEEP,SUV - SMALL,2.4,4,E,15.2,10.2,12.9,22,213
JEEP,SUV - SMALL,3.2,6,X,11.4,8.1,9.9,29,233
JEEP,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,233
JEEP,SUV - SMALL,2.4,4,X,11.3,8.3,10,28,233
JEEP,SUV - SMALL,2.4,4,E,15.9,11,13.7,21,226
JEEP,SUV - SMALL,3.2,6,X,11.6,8.5,10.2,28,240
JEEP,SUV - SMALL,2.4,4,X,11.4,8.6,10.1,28,238
JEEP,SUV - SMALL,3.2,6,X,12.5,8.9,10.9,26,256
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,255
JEEP,SUV - SMALL,3.2,6,X,12.2,9,10.8,26,253
JEEP,SUV - SMALL,2,4,X,10.8,8.9,10,28,234
JEEP,SUV - SMALL,2,4,X,10.3,7.8,9.2,31,214
JEEP,SUV - SMALL,2.4,4,X,11.2,8.6,10,28,235
JEEP,SUV - SMALL,2.4,4,X,10.2,8.2,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,11.7,9.1,10.5,27,248
JEEP,SUV - SMALL,2.4,4,X,10.6,8.6,9.7,29,228
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259
JEEP,SUV - STANDARD,3.6,6,X,12.8,9.5,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,X,16.7,10.7,14,20,329
JEEP,SUV - STANDARD,3,6,D,11.2,8.4,9.9,29,267
JEEP,SUV - STANDARD,6.4,8,Z,18.5,12.6,15.8,18,370
JEEP,SUV - SMALL,2,4,X,10.8,8.9,10,28,234
JEEP,SUV - SMALL,2,4,X,10.3,7.8,9.2,31,214
JEEP,SUV - SMALL,2.4,4,X,11.2,8.6,10,28,235
JEEP,SUV - SMALL,2.4,4,X,10.2,8.2,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,11.7,9.1,10.5,27,248
JEEP,SUV - SMALL,2.4,4,X,10.6,8.6,9.7,29,228
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259
JEEP,SUV - SMALL,1.4,4,X,9.9,7.5,8.8,32,207
JEEP,SUV - SMALL,2.4,4,X,10.8,7.7,9.4,30,220
JEEP,SUV - SMALL,2.4,4,E,14.2,9.9,12.2,23,201
JEEP,SUV - SMALL,1.4,4,X,9.9,7.5,8.8,32,203
JEEP,SUV - SMALL,2.4,4,X,11.2,8,9.8,29,229
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,299
JEEP,SUV - SMALL,3.6,6,X,14.2,11,12.8,22,299
JEEP,SUV - SMALL,3.6,6,X,14.8,11.7,13.4,21,314
JEEP,SUV - SMALL,3.6,6,X,15,11.4,13.4,21,312
JEEP,SUV - SMALL,2.4,4,X,11,7.8,9.6,29,225
JEEP,SUV - SMALL,3.2,6,X,11.4,8.3,10,28,234
JEEP,SUV - SMALL,2.4,4,X,11.3,8.4,10,28,235
JEEP,SUV - SMALL,3.2,6,X,11.6,8.6,10.3,27,241
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,240
JEEP,SUV - SMALL,3.2,6,X,12.8,9,11.1,25,259
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,256
JEEP,SUV - SMALL,3.2,6,X,12.9,9.9,11.6,24,269
JEEP,SUV - SMALL,2,4,X,10.8,9,10,28,235
JEEP,SUV - SMALL,2,4,X,10.3,7.9,9.3,30,216
JEEP,SUV - SMALL,2.4,4,X,11.3,8.7,10.1,28,238
JEEP,SUV - SMALL,2.4,4,X,10.2,8.3,9.3,30,219
JEEP,SUV - SMALL,2.4,4,X,11.7,9.2,10.6,27,249
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259
JEEP,SUV - SMALL,2.4,4,X,10.6,8.7,9.8,29,230
JEEP,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,X,16.6,10.7,14,20,328
JEEP,SUV - STANDARD,6.4,8,Z,18.3,12.6,15.7,18,368
JEEP,SUV - SMALL,2.4,4,X,10.6,7.6,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,10.4,7.3,9,31,211
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.4,30,221
JEEP,SUV - SMALL,2,4,X,10.8,9,10,28,235
JEEP,SUV - SMALL,2,4,X,10.3,7.9,9.3,30,216
JEEP,SUV - SMALL,2.4,4,X,11.3,8.7,10.1,28,238
JEEP,SUV - SMALL,2.4,4,X,10.2,8.3,9.3,30,219
JEEP,SUV - SMALL,2.4,4,X,11.7,9.2,10.6,27,249
JEEP,SUV - SMALL,2.4,4,X,11.7,10.3,11.1,25,259
JEEP,SUV - SMALL,2.4,4,X,10.6,8.7,9.8,29,230
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,209
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,E,14.4,10.2,12.5,23,206
JEEP,SUV - SMALL,1.4,4,X,9.9,7.7,8.9,32,211
JEEP,SUV - SMALL,2.4,4,X,11.2,8.2,9.8,29,230
JEEP,SUV - SMALL,3.6,6,X,14.1,11.1,12.8,22,299
JEEP,SUV - SMALL,3.6,6,X,14.2,11,12.8,22,298
JEEP,SUV - SMALL,3.6,6,X,14.7,11.7,13.4,21,313
JEEP,SUV - SMALL,3.6,6,X,15,11.4,13.3,21,312
JEEP,SUV - SMALL,2.4,4,X,11,7.8,9.6,29,225
JEEP,SUV - SMALL,2.4,4,E,15.5,10.5,13.3,21,218
JEEP,SUV - SMALL,3.2,6,X,11.4,8.3,10,28,234
JEEP,SUV - SMALL,2.4,4,X,11.3,8.4,10,28,235
JEEP,SUV - SMALL,2.4,4,X,11.3,8.4,10,28,235
JEEP,SUV - SMALL,2.4,4,E,16.3,11.3,14,20,231
JEEP,SUV - SMALL,3.2,6,X,11.6,8.6,10.3,27,241
JEEP,SUV - SMALL,2.4,4,X,11.4,8.7,10.2,28,239
JEEP,SUV - SMALL,3.2,6,X,12.8,9,11.1,25,259
JEEP,SUV - SMALL,2.4,4,X,12.1,9.4,10.9,26,256
JEEP,SUV - SMALL,3.2,6,X,12.9,9.9,11.6,24,269
JEEP,SUV - SMALL,2.4,4,X,10.6,7.6,9.3,30,218
JEEP,SUV - SMALL,2.4,4,X,10.4,7.3,9,31,211
JEEP,SUV - SMALL,2.4,4,X,10.8,7.8,9.5,30,222
JEEP,SUV - SMALL,2.4,4,X,10.8,7.6,9.4,30,221
JEEP,SUV - STANDARD,3,6,D,11.2,8.5,10,28,268
JEEP,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265
JEEP,SUV - STANDARD,5.7,8,X,16.7,10.9,14.1,20,331
JEEP,SUV - STANDARD,6.4,8,Z,18.3,12.6,15.7,18,368
JEEP,SUV - STANDARD,6.2,8,Z,20.9,13.8,17.7,16,413
JEEP,SUV - SMALL,2,4,X,10.5,9.4,10,28,233
JEEP,SUV - SMALL,3.6,6,X,12.8,10.4,11.8,24,274
JEEP,SUV - SMALL,3.6,6,X,13.7,9.6,11.8,24,277
